;QUARTO_INFOS;GARAGEM_INFOS;BANHEIROS_INFOS;AREA_SEGMENTADA;BAIRRO;FAIXA_PRECOS
2476;2 quartos;2 vagas de garagem;4 banheiros;(80.0, 110.0];Graça;(650000.0, 1140000.0]
2477;4 quartos;4 vagas de garagem;4 banheiros;(163.0, 4126.0];Rio Vermelho;(1140000.0, 88000000.0]
2478;3 quartos;1 vaga de garagem;3 banheiros;(110.0, 163.0];Pituba;(300000.0, 450000.0]
2479;4 quartos;2 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Patamares;(1140000.0, 88000000.0]
2480;3 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Patamares;(1140000.0, 88000000.0]
2481;3 quartos;;3 banheiros;(163.0, 4126.0];Stiep;(650000.0, 1140000.0]
2482;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Imbuí;(300000.0, 450000.0]
2483;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Vila Laura;(-0.001, 300000.0]
2484;2 quartos;;3 banheiros;(60.0, 80.0];Alphaville I;(650000.0, 1140000.0]
2485;4 quartos;2 vagas de garagem;4 banheiros;(163.0, 4126.0];Pituba;(650000.0, 1140000.0]
2486;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Patamares;(1140000.0, 88000000.0]
2487;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Pituba;(300000.0, 450000.0]
2488;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Pituba;(450000.0, 650000.0]
2489;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Pituba;(650000.0, 1140000.0]
2490;3 quartos;;2 banheiros;(12.999, 60.0];Vale dos Lagos;(-0.001, 300000.0]
2491;2 quartos;2 vagas de garagem;2 banheiros;(12.999, 60.0];Barbalho;(300000.0, 450000.0]
2492;4 quartos;2 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Graça;(1140000.0, 88000000.0]
2493;3 quartos;;1 banheiro;(60.0, 80.0];Rio Vermelho;(300000.0, 450000.0]
2494;2 quartos;;1 banheiro;(60.0, 80.0];Federação;(-0.001, 300000.0]
2495;1 quarto;2 vagas de garagem;2 banheiros;(110.0, 163.0];Stella Maris;(650000.0, 1140000.0]
2496;3 quartos;1 vaga de garagem;1 banheiro;(80.0, 110.0];Brotas;(300000.0, 450000.0]
2497;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Acupe de Brotas;(-0.001, 300000.0]
2498;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Rio Vermelho;(1140000.0, 88000000.0]
2499;3 quartos;1 vaga de garagem;1 banheiro;(110.0, 163.0];Amaralina;(-0.001, 300000.0]
2500;2 quartos;1 vaga de garagem;1 banheiro;(60.0, 80.0];Alto do Coqueirinho;(-0.001, 300000.0]
2501;1 quarto;;1 banheiro;(12.999, 60.0];Barra;(450000.0, 650000.0]
2502;5 ou mais quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Horto Florestal;(1140000.0, 88000000.0]
2503;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Patamares;(300000.0, 450000.0]
2504;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Engenho Velho de Brotas;(-0.001, 300000.0]
2505;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Brotas;(300000.0, 450000.0]
2506;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Barra;(-0.001, 300000.0]
2507;4 quartos;1 vaga de garagem;3 banheiros;(110.0, 163.0];Graça;(450000.0, 650000.0]
2508;3 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Engenho Velho de Brotas;(-0.001, 300000.0]
2509;2 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Vila Laura;(300000.0, 450000.0]
2510;4 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Caminho das Árvores;(450000.0, 650000.0]
2511;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Caminho das Árvores;(300000.0, 450000.0]
2512;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Costa Azul;(-0.001, 300000.0]
2513;4 quartos;1 vaga de garagem;3 banheiros;(163.0, 4126.0];Graça;(650000.0, 1140000.0]
2514;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Imbuí;(300000.0, 450000.0]
2515;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Imbuí;(450000.0, 650000.0]
2516;2 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Caminho das Árvores;(450000.0, 650000.0]
2517;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Horto Bela Vista;(300000.0, 450000.0]
2518;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Piatã;(-0.001, 300000.0]
2519;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Pituba;(650000.0, 1140000.0]
2520;3 quartos;1 vaga de garagem;3 banheiros;(110.0, 163.0];Pituba;(450000.0, 650000.0]
2521;3 quartos;;2 banheiros;(60.0, 80.0];Resgate;(-0.001, 300000.0]
2522;2 quartos;2 vagas de garagem;1 banheiro;(60.0, 80.0];Pituba;(-0.001, 300000.0]
2523;3 quartos;4 vagas de garagem;4 banheiros;(163.0, 4126.0];Horto Florestal;(1140000.0, 88000000.0]
2524;3 quartos;3 vagas de garagem;4 banheiros;(163.0, 4126.0];Candeal;(1140000.0, 88000000.0]
2525;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Pituba;(450000.0, 650000.0]
2526;4 quartos;4 vagas de garagem;4 banheiros;(163.0, 4126.0];Brotas;(1140000.0, 88000000.0]
2527;3 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Armação;(300000.0, 450000.0]
2528;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Acupe de Brotas;(300000.0, 450000.0]
2529;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Caminho das Árvores;(1140000.0, 88000000.0]
2530;2 quartos;;1 banheiro;(12.999, 60.0];Arraial do Retiro;(-0.001, 300000.0]
2531;2 quartos;1 vaga de garagem;3 banheiros;(60.0, 80.0];Stiep;(450000.0, 650000.0]
2532;3 quartos;2 vagas de garagem;3 banheiros;(163.0, 4126.0];Piatã;(650000.0, 1140000.0]
2533;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Piatã;(300000.0, 450000.0]
2534;3 quartos;1 vaga de garagem;2 banheiros;(80.0, 110.0];Piatã;(300000.0, 450000.0]
2535;3 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Stiep;(450000.0, 650000.0]
2536;2 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Caminho das Árvores;(650000.0, 1140000.0]
2537;2 quartos;;2 banheiros;(12.999, 60.0];Caminho de Areia;(-0.001, 300000.0]
2538;2 quartos;1 vaga de garagem;1 banheiro;(60.0, 80.0];Caminho das Árvores;(650000.0, 1140000.0]
2539;3 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Rio Vermelho;(650000.0, 1140000.0]
2540;1 quarto;;2 banheiros;(12.999, 60.0];Barra;(-0.001, 300000.0]
2541;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Horto Florestal;(1140000.0, 88000000.0]
2542;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Piatã;(-0.001, 300000.0]
2543;4 quartos;3 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Horto Florestal;(1140000.0, 88000000.0]
2544;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Itapuã;(-0.001, 300000.0]
2545;4 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Vitória;(1140000.0, 88000000.0]
2546;4 quartos;3 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Itaigara;(1140000.0, 88000000.0]
2547;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Pituba;(450000.0, 650000.0]
2548;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Barra;(450000.0, 650000.0]
2549;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Pituba;(450000.0, 650000.0]
2550;4 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Itaigara;(1140000.0, 88000000.0]
2551;3 quartos;2 vagas de garagem;4 banheiros;(80.0, 110.0];Caminho das Árvores;(650000.0, 1140000.0]
2552;3 quartos;1 vaga de garagem;3 banheiros;(60.0, 80.0];Stiep;(300000.0, 450000.0]
2553;2 quartos;;2 banheiros;(163.0, 4126.0];Vila Ruy Barbosa;(-0.001, 300000.0]
2554;3 quartos;3 vagas de garagem;3 banheiros;(110.0, 163.0];Barra;(1140000.0, 88000000.0]
2555;1 quarto;;1 banheiro;(12.999, 60.0];Graça;(-0.001, 300000.0]
2556;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Armação;(450000.0, 650000.0]
2557;1 quarto;;1 banheiro;(12.999, 60.0];Barris;(-0.001, 300000.0]
2558;3 quartos;2 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Pituba;(650000.0, 1140000.0]
2559;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Vila Laura;(300000.0, 450000.0]
2560;4 quartos;1 vaga de garagem;3 banheiros;(163.0, 4126.0];Vitória;(650000.0, 1140000.0]
2561;3 quartos;1 vaga de garagem;3 banheiros;(110.0, 163.0];Pituba;(450000.0, 650000.0]
2562;2 quartos;1 vaga de garagem;2 banheiros;(80.0, 110.0];Barra;(300000.0, 450000.0]
2563;3 quartos;2 vagas de garagem;3 banheiros;(60.0, 80.0];Pituba;(450000.0, 650000.0]
2564;4 quartos;2 vagas de garagem;4 banheiros;(163.0, 4126.0];Rio Vermelho;(650000.0, 1140000.0]
2565;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Jardim Apipema;(650000.0, 1140000.0]
2566;2 quartos;2 vagas de garagem;2 banheiros;(80.0, 110.0];Ondina;(650000.0, 1140000.0]
2567;2 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Armação;(450000.0, 650000.0]
2568;3 quartos;3 vagas de garagem;4 banheiros;(110.0, 163.0];Patamares;(1140000.0, 88000000.0]
2569;2 quartos;2 vagas de garagem;2 banheiros;(80.0, 110.0];Pituba;(650000.0, 1140000.0]
2570;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Caminho das Árvores;(450000.0, 650000.0]
2571;3 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Patamares;(1140000.0, 88000000.0]
2572;3 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Vitória;(450000.0, 650000.0]
2573;1 quarto;1 vaga de garagem;1 banheiro;(60.0, 80.0];Rio Vermelho;(650000.0, 1140000.0]
2574;4 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Jardim Apipema;(1140000.0, 88000000.0]
2575;4 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Candeal;(650000.0, 1140000.0]
2576;4 quartos;3 vagas de garagem;4 banheiros;(163.0, 4126.0];Itaigara;(1140000.0, 88000000.0]
2577;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Pituba;(450000.0, 650000.0]
2578;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Vila Laura;(300000.0, 450000.0]
2579;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Costa Azul;(-0.001, 300000.0]
2580;4 quartos;3 vagas de garagem;4 banheiros;(163.0, 4126.0];Jardim Apipema;(1140000.0, 88000000.0]
2581;3 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Brotas;(450000.0, 650000.0]
2582;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Pituba;(300000.0, 450000.0]
2583;2 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Barra;(450000.0, 650000.0]
2584;2 quartos;1 vaga de garagem;3 banheiros;(60.0, 80.0];Armação;(300000.0, 450000.0]
2585;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Comércio;(450000.0, 650000.0]
2586;3 quartos;1 vaga de garagem;3 banheiros;(110.0, 163.0];Pituba;(450000.0, 650000.0]
2587;2 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Canela;(650000.0, 1140000.0]
2588;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Rio Vermelho;(-0.001, 300000.0]
2589;1 quarto;1 vaga de garagem;2 banheiros;(60.0, 80.0];Barra;(1140000.0, 88000000.0]
2590;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Amaralina;(300000.0, 450000.0]
2591;4 quartos;2 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Pituba;(650000.0, 1140000.0]
2592;3 quartos;2 vagas de garagem;3 banheiros;(60.0, 80.0];Rio Vermelho;(300000.0, 450000.0]
2593;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Brotas;(-0.001, 300000.0]
2594;4 quartos;2 vagas de garagem;4 banheiros;(163.0, 4126.0];Caminho das Árvores;(650000.0, 1140000.0]
2595;2 quartos;;1 banheiro;(12.999, 60.0];Cabula;(-0.001, 300000.0]
2596;2 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Caminho das Árvores;(650000.0, 1140000.0]
2597;3 quartos;1 vaga de garagem;2 banheiros;(110.0, 163.0];Pituba;(300000.0, 450000.0]
2598;3 quartos;1 vaga de garagem;3 banheiros;(163.0, 4126.0];Graça;(650000.0, 1140000.0]
2599;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Luiz Anselmo;(-0.001, 300000.0]
2600;3 quartos;;3 banheiros;(80.0, 110.0];Santa Mônica;(-0.001, 300000.0]
2601;4 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Graça;(1140000.0, 88000000.0]
2602;3 quartos;1 vaga de garagem;2 banheiros;(110.0, 163.0];Nazaré;(-0.001, 300000.0]
2603;3 quartos;2 vagas de garagem;2 banheiros;(110.0, 163.0];Rio Vermelho;(300000.0, 450000.0]
2604;3 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Itaigara;(650000.0, 1140000.0]
2605;3 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Imbuí;(450000.0, 650000.0]
2606;4 quartos;3 vagas de garagem;4 banheiros;(163.0, 4126.0];Jardim das Margaridas;(650000.0, 1140000.0]
2607;3 quartos;3 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Caminho das Árvores;(1140000.0, 88000000.0]
2608;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Pituba;(300000.0, 450000.0]
2609;3 quartos;3 vagas de garagem;3 banheiros;(110.0, 163.0];Pituba;(1140000.0, 88000000.0]
2610;2 quartos;;1 banheiro;(12.999, 60.0];Saboeiro;(-0.001, 300000.0]
2611;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Candeal;(650000.0, 1140000.0]
2612;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Brotas;(450000.0, 650000.0]
2613;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Amaralina;(-0.001, 300000.0]
2614;4 quartos;2 vagas de garagem;2 banheiros;(110.0, 163.0];Canela;(650000.0, 1140000.0]
2615;3 quartos;2 vagas de garagem;1 banheiro;(80.0, 110.0];Paralela;(650000.0, 1140000.0]
2616;2 quartos;;1 banheiro;(60.0, 80.0];Cabula;(-0.001, 300000.0]
2617;4 quartos;4 vagas de garagem;4 banheiros;(163.0, 4126.0];Barra;(1140000.0, 88000000.0]
2618;3 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Patamares;(650000.0, 1140000.0]
2619;3 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Brotas;(-0.001, 300000.0]
2620;3 quartos;1 vaga de garagem;2 banheiros;(80.0, 110.0];Horto Bela Vista;(650000.0, 1140000.0]
2621;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Graça;(-0.001, 300000.0]
2622;3 quartos;2 vagas de garagem;3 banheiros;(60.0, 80.0];Stiep;(450000.0, 650000.0]
2623;2 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Imbuí;(300000.0, 450000.0]
2624;3 quartos;3 vagas de garagem;3 banheiros;(163.0, 4126.0];Matatu;(450000.0, 650000.0]
2625;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Costa Azul;(450000.0, 650000.0]
2626;3 quartos;3 vagas de garagem;2 banheiros;(110.0, 163.0];Caminho das Árvores;(650000.0, 1140000.0]
2627;4 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Pituba;(300000.0, 450000.0]
2628;3 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Caminho das Árvores;(650000.0, 1140000.0]
2629;3 quartos;2 vagas de garagem;3 banheiros;(60.0, 80.0];Stiep;(450000.0, 650000.0]
2630;2 quartos;1 vaga de garagem;2 banheiros;(110.0, 163.0];Ondina;(650000.0, 1140000.0]
2631;3 quartos;1 vaga de garagem;1 banheiro;(60.0, 80.0];Cabula;(-0.001, 300000.0]
2632;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Cabula;(300000.0, 450000.0]
2633;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Jardim das Margaridas;(-0.001, 300000.0]
2634;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Piatã;(-0.001, 300000.0]
2635;4 quartos;2 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Graça;(650000.0, 1140000.0]
2636;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Patamares;(450000.0, 650000.0]
2637;3 quartos;1 vaga de garagem;2 banheiros;(163.0, 4126.0];São Cristóvão;(-0.001, 300000.0]
2638;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Rio Vermelho;(300000.0, 450000.0]
2639;2 quartos;;1 banheiro;(110.0, 163.0];Matatu;(-0.001, 300000.0]
2640;4 quartos;1 vaga de garagem;3 banheiros;(163.0, 4126.0];Barris;(-0.001, 300000.0]
2641;2 quartos;2 vagas de garagem;1 banheiro;(12.999, 60.0];Canabrava;(-0.001, 300000.0]
2642;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Brotas;(300000.0, 450000.0]
2643;2 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Rio Vermelho;(300000.0, 450000.0]
2644;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Rio Vermelho;(-0.001, 300000.0]
2645;4 quartos;2 vagas de garagem;4 banheiros;(163.0, 4126.0];Graça;(650000.0, 1140000.0]
2646;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Garcia;(-0.001, 300000.0]
2647;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Caminho das Árvores;(450000.0, 650000.0]
2648;2 quartos;1 vaga de garagem;2 banheiros;(80.0, 110.0];Pituba;(450000.0, 650000.0]
2649;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Brotas;(450000.0, 650000.0]
2650;2 quartos;2 vagas de garagem;2 banheiros;(80.0, 110.0];Horto Florestal;(650000.0, 1140000.0]
2651;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Imbuí;(300000.0, 450000.0]
2652;3 quartos;3 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Pituba;(650000.0, 1140000.0]
2653;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Ondina;(-0.001, 300000.0]
2654;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Jaguaribe;(650000.0, 1140000.0]
2655;2 quartos;;2 banheiros;(80.0, 110.0];Paralela;(650000.0, 1140000.0]
2656;2 quartos;2 vagas de garagem;1 banheiro;(60.0, 80.0];Pituba;(300000.0, 450000.0]
2657;3 quartos;3 vagas de garagem;3 banheiros;(110.0, 163.0];Patamares;(1140000.0, 88000000.0]
2658;3 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Brotas;(300000.0, 450000.0]
2659;4 quartos;3 vagas de garagem;4 banheiros;(110.0, 163.0];Graça;(1140000.0, 88000000.0]
2660;3 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Engenho Velho de Brotas;(300000.0, 450000.0]
2661;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Pituba;(450000.0, 650000.0]
2662;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Caminho das Árvores;(650000.0, 1140000.0]
2663;3 quartos;4 vagas de garagem;1 banheiro;(60.0, 80.0];Pituba;(-0.001, 300000.0]
2664;2 quartos;2 vagas de garagem;4 banheiros;(163.0, 4126.0];Pituba;(650000.0, 1140000.0]
2665;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Imbuí;(300000.0, 450000.0]
2666;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Pituba;(300000.0, 450000.0]
2667;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Jardim das Margaridas;(-0.001, 300000.0]
2668;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Brotas;(300000.0, 450000.0]
2669;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Brotas;(450000.0, 650000.0]
2670;2 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Caminho das Árvores;(450000.0, 650000.0]
2671;1 quarto;;1 banheiro;(12.999, 60.0];Vila Ruy Barbosa;(-0.001, 300000.0]
2672;3 quartos;1 vaga de garagem;2 banheiros;(110.0, 163.0];Campo Grande;(650000.0, 1140000.0]
2673;3 quartos;3 vagas de garagem;4 banheiros;(110.0, 163.0];Graça;(1140000.0, 88000000.0]
2674;3 quartos;2 vagas de garagem;3 banheiros;(60.0, 80.0];Rio Vermelho;(300000.0, 450000.0]
2675;2 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Pituba;(300000.0, 450000.0]
2676;3 quartos;2 vagas de garagem;3 banheiros;(163.0, 4126.0];Armação;(300000.0, 450000.0]
2677;2 quartos;1 vaga de garagem;2 banheiros;(80.0, 110.0];Federação;(300000.0, 450000.0]
2678;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Barra;(450000.0, 650000.0]
2679;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Luiz Anselmo;(-0.001, 300000.0]
2680;3 quartos;2 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Horto Bela Vista;(650000.0, 1140000.0]
2681;3 quartos;1 vaga de garagem;3 banheiros;(110.0, 163.0];Itaigara;(450000.0, 650000.0]
2682;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Boca do Rio;(-0.001, 300000.0]
2683;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Ondina;(300000.0, 450000.0]
2684;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Rio Vermelho;(300000.0, 450000.0]
2685;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Alphaville I;(650000.0, 1140000.0]
2686;3 quartos;1 vaga de garagem;1 banheiro;(110.0, 163.0];Graça;(450000.0, 650000.0]
2687;3 quartos;1 vaga de garagem;2 banheiros;(110.0, 163.0];Jardim Apipema;(300000.0, 450000.0]
2688;3 quartos;3 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Patamares;(1140000.0, 88000000.0]
2689;3 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Parque Bela Vista;(450000.0, 650000.0]
2690;2 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Pituba;(300000.0, 450000.0]
2691;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Pituba;(-0.001, 300000.0]
2692;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Candeal;(450000.0, 650000.0]
2693;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Amaralina;(300000.0, 450000.0]
2694;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Jardim das Margaridas;(-0.001, 300000.0]
2695;3 quartos;2 vagas de garagem;1 banheiro;(80.0, 110.0];Pituba;(450000.0, 650000.0]
2696;4 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Pituba;(450000.0, 650000.0]
2697;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Tancredo Neves;(-0.001, 300000.0]
2698;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Jardim das Margaridas;(-0.001, 300000.0]
2699;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Barra;(650000.0, 1140000.0]
2700;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Stella Maris;(650000.0, 1140000.0]
2701;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Piatã;(-0.001, 300000.0]
2702;4 quartos;3 vagas de garagem;4 banheiros;(110.0, 163.0];Caminho das Árvores;(650000.0, 1140000.0]
2703;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Alphaville I;(650000.0, 1140000.0]
2704;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Caminho das Árvores;(300000.0, 450000.0]
2705;4 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Itaigara;(1140000.0, 88000000.0]
2706;4 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Caminho das Árvores;(1140000.0, 88000000.0]
2707;2 quartos;;1 banheiro;(12.999, 60.0];Sussuarana;(-0.001, 300000.0]
2708;3 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Caminho das Árvores;(1140000.0, 88000000.0]
2709;4 quartos;1 vaga de garagem;2 banheiros;(110.0, 163.0];Barra;(450000.0, 650000.0]
2710;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Candeal;(450000.0, 650000.0]
2711;4 quartos;4 vagas de garagem;3 banheiros;(163.0, 4126.0];Rio Vermelho;(1140000.0, 88000000.0]
2712;2 quartos;;1 banheiro;(12.999, 60.0];Cabula VI;(-0.001, 300000.0]
2713;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Horto Florestal;(1140000.0, 88000000.0]
2714;5 ou mais quartos;5 ou mais vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Patamares;(1140000.0, 88000000.0]
2715;4 quartos;4 vagas de garagem;4 banheiros;(163.0, 4126.0];Graça;(1140000.0, 88000000.0]
2716;3 quartos;1 vaga de garagem;2 banheiros;(80.0, 110.0];Piatã;(450000.0, 650000.0]
2717;4 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Pituba;(650000.0, 1140000.0]
2718;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Pituba;(450000.0, 650000.0]
2719;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Barra;(650000.0, 1140000.0]
2720;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Vila Laura;(-0.001, 300000.0]
